pkSiteId,commonName,siteNumber,latSeconds,longSeconds,dnrverified,projectAddress,altLocDesc,pin,city,xrefSiteNumber,lotPhaseDistrict,fkSubDivisionId,fkWaterWayId,fkCountyId,fkIslandId,fkWaterwayTypeId,subDivisionHasRestriction,subDivisionRestriction,waterwayHasRestriction,waterwayRestriction,totalSiteImpacts,allPermitsLastExpiryDate,marinaLeaseLastExpiryDate,isAllPermitsExpired,isMarinaLeaseExpired,historicalTracking,historicalEventMemos,historicalDeletedSiteRecs,historicalCorpsPermitNums,historicalSiteHistory,isLockedForEdit,fkLastLockedBy,lastLockedAt,systemLockerBit,fkSubDivision,fkWaterWay,fkCounty,fkIsland,fkWaterwayType,siteStructures,coordinates,siteTypes,projectTypes
12437,Coty,09072022_105353AM,112089.672,-293596.092,True,103 Anglers Way,,,Brunswick,,Lot 2,-2.0,106,66,-2.0,3,False,,False,,0.04363,2029-11-15T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12468,"Coty (Fancy Bluff, LLC)",10112022_081405AM,112090.392,-293598.72,True,101 Anglers Way,Lot 1 Anglers Bluff,03-27433,Glynn,,Lot 1,-2.0,106,66,-2.0,3,False,,False,,0.04694,2029-11-15T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5140,Counihan Oyster Reef Project (Betz Creek),07132004_030347PM,115255.1988,-291475.6776,True,811 Betz Creek Road,,,Savannah,,,-2.0,22,28,-2.0,3,False,,False,,0.01102,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2019,County South Newport River Public Ramp,05221997_120000AM,113919.012,-293014.548,True,,South Newport,,Townsend,,,-2.0,275,101,-2.0,14,False,,False,,0.24221,2019-04-30T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
3840,"Credle's Marina (Jointer Creek Marina, Mac's Bait House, Big Jointer Island & Little Jointer)",06222001_120100PM,112001.4,-293512.68,True,,Hwy 17,,,,,-2.0,169,66,-2.0,3,False,,False,,0.0,1900-01-01T00:00:00,2009-02-28T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
549,Creed (Shadowlawn Community Dock),08121986_120300AM,110670.264,-293739.948,True,613 Kings Way,,,,01101989_120100AM,Lot 19?,436.0,82,23,-2.0,3,False,,False,,0.07168,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
759,Creed (Shadowlawn Community Dock),01101989_120100AM,110670.192,-293740.02,True,613 Kings Way,,,,08121986_120300AM,,436.0,32,23,-2.0,3,False,,False,,0.06734,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
233,Creek Conservation Assoc.: Skidaway Inlet Dredging,09191974_120000AM,115135.668,-291767.04,True,,Grimball Creek To Skidaway River,,,,,-2.0,270,28,-2.0,10,False,,False,,11.29752,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4040,Creekside Cottages Community Dock,01252002_120000AM,115255.152,-291479.868,True,Dockside Drive,,,,,,96.0,22,28,67.0,3,False,,False,,0.01487,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5545,Crenshaw,06212005_032356PM,115317.504,-291780.216,True,2801 River Drive (3216 Center Street),Unnumbered Portion Of M.J. Doyle Estate Across St.,30005 04040,Thunderbolt,,Lot 1 and 2,-2.0,320,28,-2.0,14,False,,False,,0.09837,2031-05-13T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12316,Crescent River Partners LLC (Heirs Of Bill Brasher),04182022_110932AM,113251.176,-292912.488,True,1518 Landing Road,Landing Road,0063E 0033,Meridian,,,-2.0,163,101,-2.0,3,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6915,Crescent Towing & Moran Towing Facility,11032008_120000AM,115496.64,-291831.696,True,191 Fig Island Road,,,Savannah,11042005_074746AM & 05222007_124500,"27.59 Acres, 2nd GMD, Parcel 25",-2.0,260,28,25.0,14,False,,False,,12.42669,2014-07-10T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
7910,Crews,11272012_030736PM,112273.164,-293542.5276,True,15 Morrison Creek Lane,,03-06692,Brunswick,,"26th,Lot 3, Leotis Estate For, Lot 7 & Port. Lot 6",-2.0,302,66,10.0,14,False,,False,,0.18245,2024-12-28T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4662,Crimmins,06092003_112230AM,113157.144,-292976.892,True,1231 Mission Drive,Lot 22 The Thicket Phase II,,,06092003_113310AM,"Lot 22 / Phase II, Thicket",509.0,163,101,62.0,3,False,,False,,0.00895,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
9488,Crosby Holdings LLC,10142015_024136PM,115375.14,-291644.208,True,908 Juanita Street,,10127 01025,Savannah,,"Lot 146 (147, 148 & 153)",165.0,250,28,66.0,4,False,,False,,0.00073,2030-12-22T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
9308,CSX Railroad Trestle On Ogeechee River,04202015_031152PM,115033.644,-292634.388,True,Ogeechee River,,,,,,-2.0,227,18,-2.0,14,False,,False,,0.0,2015-04-20T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
9379,CSX Transportation Railroad Bridge Replacement,06162015_030659PM,115195.896,-292409.82,True,CSX Bridge At Railroad Milepost S507.2,,,Silk Hope,,ROW,-2.0,196,28,-2.0,14,False,,False,,1.80117,2023-07-29T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1283,"CTI (Epic Midstream, Chevron, Standard Oil, Nustar Energy)",04151993_120000AM,115484.7888,-291753.5364,True,1 Woodcock Road,Station 60+500+,,Savannah,12111997_120000AM & 06122006_120505AM,,-2.0,260,28,-2.0,14,False,,False,,2.53967,2029-11-29T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
396,Cudjo Point Community Dock,04141981_120500AM,111746.736,-293544.324,True,,South Street,,Waverly,,"Eastern 50 Ft. Of Lot 2 & Leased Part S, 33rd GMD",98.0,79,23,-2.0,3,False,,False,,0.08634,2014-06-08T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5445,"Cumberland Harbour Landing, Club Village, South Point Village Docks & Marina",03042005_120000AM,110650.428,-293485.788,True,,North River St Marys River Point Peter Creek,,St. Marys,,"29th GMD, Tract 20, The Landing Park",99.0,220,23,-2.0,14,True,,False,,3.29704,2025-11-13T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
11078,Cumberland Harbour POA,02252019_095617AM,110618.136,-293439.528,True,,Cumberland Harbour Community Parcel,160C 160G,,,,99.0,239,23,-2.0,3,False,,False,,0.2801,2031-05-15T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5536,Cumberland Palms (Providence Bank/Jordan),06092005_120000AM,110728.116,-293541.732,True,,Riverfront Circle,,St. Marys,,"30.5 Acres, 29th GMD",100.0,220,23,-2.0,14,True,,False,,0.063,2013-12-18T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
760,Dallas Bluff Marina,01101989_120200AM,113724.612,-292686.876,True,1132 Midway Street NE,Rt. 2 Box 2606,0083A 0041,Townsend,,"Parcels 1 & 3, 22nd GMD",442.0,174,101,-2.0,14,False,,False,,0.30872,2012-01-01T00:00:00,2029-02-27T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
4801,Darien Downtown Development Authority Public Dock And Boat Ramp,10222003_090019AM,112924.908,-293174.388,True,Adjacent To Skippers Restaurant,"W Of Hwy 17, Darien Waterfront Skippers",,Darien,,,-2.0,81,101,-2.0,14,False,,False,,0.30854,2029-02-08T00:00:00,2027-05-01T00:00:00,False,False,,,,,,False,-1,,False,,,,,,[],,[],[]
488,Darien Waterfront Park Bulkhead,07101984_120400AM,112923.792,-293167.368,True,,Darien Waterfront,,,,,-2.0,81,101,-2.0,14,False,,False,,0.37306,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
891,Darien Waterfront Park Public Dock,05221990_120100AM,112922.748,-293167.296,True,,McIntosh County Development Authority,,Darien,07101984_120400AM,One And One Third (1 1/3) Acre,-2.0,81,101,-2.0,14,False,,False,,0.00606,2012-01-01T00:00:00,2027-04-01T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
4357,Dark Entry Kayak Launch,09042002_013914PM,110712.708,-293703.696,True,418 Osbourne St.,Dark Entry Creek,,St. Marys,,,-2.0,82,23,-2.0,3,False,,False,,0.02833,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
8250,Day,08152013_023819PM,115151.328,-291817.368,True,47 Cardinal Road,,1-0303-02-043,Savannah,,,195.0,149,28,26.0,6,False,,False,,0.09628,2025-03-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
11693,Del Webb at Heartwood,10282020_084817AM,114632.82,-292828.428,True,Belfast Keller Road (south side),West of 2013000637, 049 016 12 and other (subdivided),Richmond Hill,,049 004,-2.0,168,18,-2.0,17,False,,False,,2.53999,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
273,Delegal Creek Marina (Landings Association,05141975_120000AM,114805.008,-291822.012,True,1 Marina Drive,,10325 01007,,03302006_0909 / 05101982_120000AM,,493.0,89,28,56.0,3,False,,False,,3.77535,2018-02-11T00:00:00,2018-04-30T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5421,Dell Lane (Tilton) Community Dock (Knight),02102005_120100PM,112333.29624,-293608.18476,True,,200 Dell Lane,Brunswick Peninsula,Brunswick,,"Lots 11, 12 & Portion Of 13",-2.0,302,66,10.0,14,True,,False,,0.09944,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5274,Demeries Pointe Homeowners Association,10082004_094524AM,114409.44,-292519.62,True,23152 Highway 144,Gjekaj Carpenter, 065 020 CA,Richmond Hill,,,-2.0,90,18,-2.0,3,True,,False,,0.12455,2021-09-21T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6729,Deratto,04042008_041414PM,112218.9984,-293519.988,True,253 Banks Drive,,,Brunswick,,"Lots 8, 9, 10, 26th GMD",41.0,302,66,10.0,14,False,,False,,0.12862,2029-04-28T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4483,DeRatto (Sawyer),12232002_025545PM,112221.36,-293519.88,True,"227 Banks Drive - Lots 11, 12, 13",, 03-06895,Brunswick,,"11, 12 , & 13, 26th GMD",41.0,302,66,10.0,14,False,,False,,0.00014,2029-04-28T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
397,DNR Champney River Ramp & Pier,04141981_120600AM,112812.588,-293214.456,True,,Off Hwy 17 S Of Darien,,,,,-2.0,59,101,-2.0,14,True,,False,,2.69124,2029-04-05T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
427,DNR Coastal Regional Headquarters (CRD Bldg) & USCG Station Brunswick On Hammock,06081982_120300AM,112043.304,-293319.612,True,One Conservation Way,,,,07112003_0249; 08122010_083517AM,,-2.0,238,66,-2.0,3,False,,False,,16.56417,2024-01-09T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1966,DNR CRD Bells Landing Public Dock & Ramp,02171997_120100AM,115102.8,-292219.2,True,,End Of Apache Avenue,,,,,-2.0,157,28,-2.0,3,False,,False,,0.13203,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5389,DNR CRD Gascoigne Bluff Fishing Pier,01182005_120000AM,112203.648,-293079.132,True,1000 Arthur J. Moore Drive,Gascoigne Bluff,,,,,-2.0,117,66,53.0,14,False,,False,,0.07944,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
482,DNR CRD Inshore Reefs: Clam Creek & Little River,06121984_120100AM,112212.9972,-293212.998,True,,Clam,,,10102012_095041AM,,-2.0,65,66,-2.0,3,False,,False,,15.03999,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2246,DNR CRD Jekyll Creek Public Ramp & Dock,03061998_120000AM,111751.2,-293119.2,True,,Jekyll Creek,,Jekyll,03132001_120000AM & 04062004_1114 & 10132010_04104,,-2.0,167,66,28.0,3,False,,False,,0.29151,2030-05-23T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
3440,DNR CRD Mackay River Public Dock & Ramp,06022000_120000AM,112213.998,-293124.996,True,,Torras Causeway To SSI,,,,,-2.0,200,66,-2.0,14,False,,False,,0.05096,2027-02-07T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2583,DNR CRD St. Marys River Public Pier,03051999_120000AM,110591.568,-293584.356,True,418 Osborne Street,St. Marys Waterfront,,St. Marys,01041994_120100AM,,-2.0,280,23,-2.0,14,False,,False,,0.16179,2013-08-31T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
3683,DNR CRD St. Marys River Waterfront Park Kayak Dock & Fireworks Dock,02022001_120000AM,110591.676,-293582.16,True,,Just West Of Wheeler Street Ramps,,,08051977_120100PM,,-2.0,280,23,-2.0,14,False,,False,,0.10604,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4499,DNR CRD Turtle River Service Dock @ Beach Ramps,01022003_031340PM,112284.036,-293565.672,True,,Beachside Drive At Park Street,,Brunswick,,,-2.0,302,66,10.0,14,False,,False,,0.35302,2025-12-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
372,DNR CRD White Chimney Creek Public Dock,06271980_120300AM,113695.02,-292893.3,True,,SR 1094 Shellman Bluff Rd,0059 0021,,01301998_120000AM,,-2.0,316,101,-2.0,3,False,,False,,1.54105,2025-12-10T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2209,DNR CRD White Chimney Creek Public Dock,01301998_120000AM,113695.3062,-292894.07832,True,,Shellman Bluff Road NE,,,06271980_120300AM,,-2.0,316,101,-2.0,3,False,,False,,0.01891,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1861,DNR CRDThunderbolt Boat Ramp -  Wilmington River Public Dock,07101996_120000AM,115332.012,-291761.892,True,,Macceo Rd/Mayre St. & Old US Hwy. 80,,,,Across From Thunderbold Fishing Pier,-2.0,320,28,-2.0,14,False,,False,,0.42825,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2030,DNR Demeries Creek Public Ramp,06101997_120000AM,114429.3696,-292516.70328,True,,Demeries Creek Road Off Bryan Neck Road,,,,,-2.0,90,18,-2.0,3,False,,False,,0.12397,2013-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1735,DNR Ft. King George Historic Site,10201995_120000AM,112909.7988,-293093.3484,True,302 McIntosh Road,,,,,,-2.0,27,101,-2.0,3,False,,False,,0.20502,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1328,DNR Hudson Creek Dock - Sapelo Ferry - Meridian,07141993_120000AM,113234.544,-292908.348,True,,Sapelo Meridian Dock,,,12181996_120300AM,,-2.0,163,101,-2.0,3,False,,False,,0.21318,2024-06-11T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1016,DNR Kings Ferry Public Pier & Ramp,07291991_120200AM,115123.4676,-292633.9632,True,Kings Ferry Public Pier & Ramp US 17 N,US 17 North And Ogeechee River,,,,,-2.0,227,28,-2.0,14,False,,False,,0.25482,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
533,DNR Lazaretto Creek Public Dock,12171985_120100PM,115251.012,-291182.724,True,Lazaretto Creek Boat Ramp,Hwy 80 Tybee Road,,Savannah,,,-2.0,190,28,40.0,3,False,,False,,0.49681,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1466,DNR LE Meridian Landing Barge Dock & Bulkhead,05051994_120400AM,113245.56,-292905.0,True,1029 Finn Lane SE,Near Sapelo Dock,0063E 0034001,,,Near Sapelo Dock,-2.0,86,101,-2.0,3,False,,False,,0.18028,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
140,DNR Medway - Sunbury Public Dock (Sportmsan Landing),01241973_120000AM,114351.732,-292602.672,True,End Of Fort Morris Road,by 3295 Fort Morris Road (Parking Lot),347C 044,,03162018_025322PM,,-2.0,207,92,-2.0,14,False,,False,,0.23369,2018-10-02T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4366,DNR North River Boat Ramp,09062002_110950AM,110637.216,-293542.56,True,,East Meeting Street,S34 01 003,St. Marys,,"Portions Of Blocks 108,109, 127 29th GMD + Portions Of Streets",-2.0,220,23,-2.0,14,False,,False,,0.14288,2022-02-14T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
255,"DNR Sapelo Barge Landing (Meridian, Old Brannan Shrimp Dock)",12101974_120000AM,113244.048,-292907.52,True,,Next To 1029 Finn Lane - DNR LE Meridian Dock,,,,,-2.0,163,101,-2.0,3,False,,False,,0.00482,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
338,DNR Sapelo Barge Landing (Sapelo),08141979_120900AM,113254.9092,-292598.7624,True,,Sapelo,,,,,-2.0,27,101,51.0,3,False,,False,,0.03856,2027-12-30T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
9473,DNR Sapelo Docks,09162015_103127AM,113154.336,-292615.992,True,"Hunt Camp, Barge Landing, Boat Hoist And House, UG",,,,,,-2.0,218,101,51.0,-2,False,,False,,0.25197,2021-04-15T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1377,DNR Skidaway Narrows (Rodney J. Hall) Ramp & Dock,11051993_120000AM,115009.99992,-291843.972,True,,Hwy 204/Diamond Causeway NW,,,11262003_090204AM & 01081991_120000AM,,-2.0,271,28,-2.0,-2,False,,False,,0.0124,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
940,DNR Skidaway Narrows (Rodney J. Hall) Ramp & Dock @ Butterbean,01081991_120000AM,115009.44998,-291842.9388,True,,Hwy 204/Diamond Causeway NW,,,11262003_090204AM & 11051993_120000AM,,-2.0,271,28,-2.0,-2,False,,False,,0.39798,2017-11-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
548,DNR Spencer Park Public Boat Ramp & Dredging,08121986_120200AM,115414.344,-291681.9,True,3102 Islands Expressway,,,,04022013_091222AM,,-2.0,320,28,-2.0,14,False,,False,,1.52663,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
141,DNR Wheeler Street Public Ramp & Dock,01241973_120100AM,110592.288,-293580.864,True,,End Of Wheeler Street,,St. Marys,,Mult. Term. End Of Wheeler,-2.0,280,23,-2.0,14,False,,False,,0.0831,2023-08-21T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
293,DNR Wormsloe Plantation Historic Site & Mitigation Site,09141976_120000AM,115129.836,-291849.336,True,,Off Skidaway Road,,,03072014_035217PM,,-2.0,165,28,-2.0,14,False,,False,,1.45467,2016-08-03T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1157,DNR WRD Hoist & Covered Bays - Sapelo Post Office Creek Dock,07091992_120000AM,113181.336,-292602.24,True,,Post Office,,Sapelo,,,-2.0,240,101,51.0,3,False,,False,,0.04569,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
311,DNR WRD Marsh Landing (Sapelo) Ferry Dock & Timber Loading Facility,01241978_120000AM,113104.044,-292664.952,True,"Parcels A, B, C Meridian 2.99 Acres/16,000 Acres O",Sapelo Island Ferry Dock/Hudson Creek,	0089 0001,Darien,,".55 Acre Meridian Landin, 1515 GMD &",-2.0,99,101,51.0,14,False,,False,,1.28709,2025-03-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2020,DNR WRD Turners Creek Public Ramp,05221997_120100AM,115272.0,-291573.972,True,,Near Wilmington Island S Of Spense Grayson Bridge,,,11272007_124500PM,,-2.0,301,28,-2.0,3,False,,False,,0.14844,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1464,DNR WRD Vernon View Dock & Bulkhead,05051994_120100AM,114933.96,-291954.456,True,306 McAlpin Street #B,Burnside,10464 02005,Savannah,,Lot 6 Block K,522.0,43,28,12.0,14,False,,False,,0.14415,2024-03-09T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6946,DNR/CRD Oyster Restoration Program,12182008_120000AM,112046.4,-293320.584,True,,Multi,,,,,-2.0,218,2,-2.0,-2,False,,False,,37.30262,2027-05-20T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1994,DNR/CRD White Oak Creek Public Dock,04041997_120000AM,111733.2,-294228.0,True,,US 17 @ Satilla River,,,,,-2.0,317,23,-2.0,3,False,,False,,0.11571,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
103,DNR/UGA Boat Hoist Dock,08181972_120100PM,113181.264,-292601.88,True,End Of East Perimeter Road,Boathouse Dock And Hoist,,,,,-2.0,13,101,51.0,3,False,,False,,0.18728,2028-02-22T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1817,Dolphin Island Preservation,03121996_120100PM,114559.0398,-292869.0792,True,109 Picket Row,"190 Acre Hammock, 1359th GMD, By I-95",,Isle Of Wight,,,-2.0,168,92,18.0,14,True,,False,,0.84568,2027-03-29T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5806,Dority & McMullan (Stafford & Jones),04122006_104413AM,114792.12,-292387.968,True,,Across Street From 2830 Ft. McAllister Road,,Richmond Hill,,"Portion Of Lot 1, Block F",69.0,227,18,-2.0,14,False,,False,,0.04932,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
3040,"Dover Bluff Club, Inc.",05251999_120000AM,111663.576,-293506.776,True,End Of Dover Cut Road -9331 Dover Bluff Road,Previously Dover Bluff Club Community Dock,153001,Waverly,,1900acres Dover Bluff Tract Camden Co. 33 GMD,114.0,304,23,-2.0,3,False,,False,,0.31713,2023-04-05T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
10839,"Dover Bluff Club, Incorporated",07182018_045427PM,111753.972,-293502.816,True,Near Black Hammock Road,,,,,"33rd GMD 1900 Acres, Dover Bluff",-2.0,156,66,-2.0,6,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6206,Drum Point/Half Moon Club,02022007_120000AM,114068.124,-292593.888,True,695 Drum Point Way,"Common Property, 1359th GMD",,,,,116.0,222,92,-2.0,14,False,,False,,0.09688,2012-07-26T00:00:00,2009-02-28T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4397,"Dukes, William",10102002_113841AM,115254.9,-291043.008,True,,6th Avenue (Horsepen Creek Marsh),,Tybee,,"Lot 255, 6th Ave",-2.0,160,28,63.0,3,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4330,Duncan,08272002_122639PM,112278.456,-292997.664,True,725 Atlantic Dr.,"Forbes, Marsh Fill",,,,,-2.0,97,66,59.0,3,False,,False,,0.00218,2030-07-21T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
8156,Dunn Branch Canal/Mitigation Bank,05242013_023814PM,111484.728,-294154.992,True,Adjacent To Brewster Road,City Of Woodbine Drainage Canal,,Woodbine,,31st GMD Dunn Branch Creek,-2.0,329,23,-2.0,23,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
633,Dunwoody Plantation Community Dock,12151987_120000AM,113014.116,-293232.6,True,,River Drive SW - Eastern Terminus,,,07092007_120000AM,,-2.0,55,101,-2.0,3,False,,False,,0.16793,2021-08-13T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
323,DuPont Pipeline,04091979_120200AM,112401.576,-293625.468,True,,Hermitage Island Next To Oak Grove Island,,,,,-2.0,302,66,-2.0,14,False,,False,,0.0,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2037,Dutch Island Community Dock (Southern Union Co.),06121997_120400AM,115202.3976,-291770.3376,True,,Herb River Drive - Merriwhether Drive,,Savannah,06101974_120000AM,3-6 ; 3-7; 5,123.0,149,28,-2.0,14,False,,False,,1.12615,2017-06-22T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12722,Eagle Neck Airport,08012023_100821AM,113929.092,-292775.076,True,1093 Live Oak Cove,,,Townsend,,,126.0,275,92,-2.0,14,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,85,2023-08-01T10:22:25.857,False,,,,,,[],,[],[]
960,Eagle Neck Community Dock,03061991_120000AM,113912.172,-292799.52,True,,Live Oak Drive,,,09121988_120000AM,Between Lots 19 & 20,126.0,174,101,-2.0,14,False,,False,,0.10726,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4838,Earheart/Walmsley (Scott) Bridge,11252003_085605AM,115240.608,-291439.62,True,115 & 116 Brevard Court,,,Savannah,,Lots 10 And 11 Brevard Point Phase I,48.0,320,28,67.0,14,False,,False,,0.00689,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
