pkEventId,fkSiteId,eventCode,description,corpsPermitNumber,vesselName,requestDate,conclusionDate,fkMemberIdprojectManager,fkFileLocationId,fkImpactedWatersId,crdpermitNumber,entityLegalName,totalEventEnvironmentalImpacts,totalEventAuthorizedImpacts,mitigationArea,actions,eventApplicantAgents,eventAttachments,eventNotes,coastalPermitMember,projects,pkSiteId,commonName,siteNumber,latSeconds,longSeconds,dnrverified,projectAddress,altLocDesc,pin,city,xrefSiteNumber,lotPhaseDistrict,fkSubDivisionId,fkWaterWayId,fkCountyId,fkIslandId,fkWaterwayTypeId,subDivisionHasRestriction,subDivisionRestriction,waterwayHasRestriction,waterwayRestriction,totalSiteImpacts,allPermitsLastExpiryDate,marinaLeaseLastExpiryDate,isAllPermitsExpired,isMarinaLeaseExpired,historicalTracking,historicalEventMemos,historicalDeletedSiteRecs,historicalCorpsPermitNums,historicalSiteHistory,isLockedForEdit,fkLastLockedBy,lastLockedAt,systemLockerBit,fkSubDivision,fkWaterWay,fkCounty,fkIsland,fkWaterwayType,siteStructures,coordinates,siteTypes,projectTypes,latitude,longitude
27155,11446,CMP20200015,"CMPA for living shoreline, channel maintenance, and culvert replacement",201900617,,2020-04-28T00:00:00,2021-03-16T00:00:00,76,-2,5,CMP#787,,0.0649,0.0649,0.0,[],"[{""pkEventApplicantAgentId"": 47210, ""fkEventId"": 27155, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Moore"", ""firstName"": ""Yank"", ""mi"": "" "", ""company"": ""JIA"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,11446,Fortson Pond Restoration,03192020_025347PM,111792.096,-293092.668,True,Crane Road,,06-04433,,,,-2.0,230,66,28.0,12,False,,False,,0.07483,2027-12-22T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.05336,-81.41463
27025,8720,CMP20200014,Add hoist for loading/unloading fish and shellfish. Extend floating dock.,200700170,,2020-04-17T00:00:00,2021-09-30T00:00:00,76,-2,1,CMP#792,"Sapelo River Marina, LLC",0.17762,0.02422,0.0,[],"[{""pkEventApplicantAgentId"": 47017, ""fkEventId"": 27025, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Phillips"", ""firstName"": ""Charlie"", ""mi"": "" "", ""company"": ""Sapelo River Marina, LLC"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 47018, ""fkEventId"": 27025, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Wilkinson"", ""firstName"": ""Adam"", ""mi"": "" "", ""company"": ""T.R. Long Engineering"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,8720,"Sapelo River Marina, LLC",01082014_022303PM,113529.06,-292906.188,True,1418 SAPELO AVE NE,,,Townsend,,"Tract 1, 1.68 Acre, 1515th GMD",29.0,253,101,-2.0,24,False,,False,,0.24942,2026-09-30T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.53585,-81.36283
26977,278,CMP20200013,CMPA Permit modification; change in float and upland component,201900138,,2020-03-17T00:00:00,2020-10-02T00:00:00,-2,-2,1,CMP#760,"3 Sea Sons, LLC",0.36745,0.35044,0.0,[],"[{""pkEventApplicantAgentId"": 46953, ""fkEventId"": 26977, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""McCarthey"", ""firstName"": ""Brian"", ""mi"": "" "", ""company"": ""3 Sea Sons"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 46954, ""fkEventId"": 26977, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Demell"", ""firstName"": ""Mike"", ""mi"": "" "", ""company"": ""ESI"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,278,Savannah Boathouse (Williams Seafood),11131975_120000AM,115328.664,-291457.62,True,8020 Hwy. 80 East,Williams Seafood,,Savannah,,"Lot A, 6th GMD, 4.91 Acre",-2.0,41,28,-2.0,14,True,,False,,2.00183,2025-09-10T00:00:00,2031-01-31T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[],32.035740000000004,-80.96045
26966,1087,CMP20200012,Extension to Modification of CMPA 652,199817500,,2020-03-17T00:00:00,2020-06-11T00:00:00,-2,-2,1,CMP#652,,0.33861,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 46939, ""fkEventId"": 26966, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""David"", ""firstName"": ""Carl"", ""mi"": "" "", ""company"": """", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,1087,NPS: Cumberland Island National Seashore & Greyfield Inn,02141992_120100AM,111083.3604,-293259.6864,True,,Multiple Locations On Cumberland Island,,Saint Marys,,31st GMD,-2.0,218,23,17.0,-2,False,,False,,1.00148,2025-11-15T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],30.856489,-81.461024
26955,6883,CMP20200011,Permit Transfer,NA,,2020-03-27T00:00:00,2020-10-15T00:00:00,33,14,5,CMP#702,"Plant Riverside, LLC",0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 46925, ""fkEventId"": 26955, ""fkApplicantAgentTypeId"": 1, ""lastName"": """", ""firstName"": """", ""mi"": "" "", ""company"": ""SRD"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 46926, ""fkEventId"": 26955, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Wall"", ""firstName"": ""Brandon"", ""mi"": "" "", ""company"": ""Sligh Environmental Consultants"", ""address1"": ""31 Park Commerce Way Ste 200B"", ""address2"": """", ""city"": ""Savannah"", ""state"": ""GA"", ""zip"": ""31405"", ""eventApplicantAgentContacts"": []}]",[],[],,,6883,Georgia Power (Savannah Electric) Plant Riverside,08282008_121500PM,115503.984,-291946.9968,True,Plant Riverside,MLK Boulevard & River Street,,Savannah,06302004_1204,"1st GMD Tracts B & C, Formerly Wharf Lot 3",-2.0,260,28,-2.0,14,False,,False,,0.42337,2027-08-30T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[],32.08444,-81.096388
26900,7653,CMP20200010,Maintenance & restoration of existing outfall structures,NWP 13,,2020-03-12T00:00:00,2021-05-25T00:00:00,33,5,1,CMP#788,Chatham County Department Of Engineering,0.03972,0.03742,0.0,[],"[{""pkEventApplicantAgentId"": 46847, ""fkEventId"": 26900, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Nicholson"", ""firstName"": ""Billy"", ""mi"": "" "", ""company"": ""Chatham County Department Of Engineering"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 46848, ""fkEventId"": 26900, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Parr"", ""firstName"": ""Russell"", ""mi"": "" "", ""company"": """", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,7653,Whippoorwill Road ROW County Infrastructure,12282011_024511PM,115224.2748,-291447.6048,True,Whippoorwill Road ROW County Infrastructure,Whippoorwill Rd,,Savannah,,60 Ft ROW,-2.0,16,28,67.0,3,False,,False,,0.08432,2026-03-30T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],32.006743,-80.957668
26869,6124,CMP20200008,Fill of marsh associated with COTI ROW and private drive for residential access,SAS201200089,,2020-03-02T00:00:00,2021-07-16T00:00:00,33,5,1,CMP#789,City Of Tybee Island,1e-05,1e-05,0.0,[],"[{""pkEventApplicantAgentId"": 46800, ""fkEventId"": 26869, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Gillen"", ""firstName"": ""Shawn"", ""mi"": "" "", ""company"": ""City Of Tybee Island"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,6124,COTI Polk Street ROW & Leonard Driveway,11132006_015303PM,115263.1908,-291070.2816,True,COTI Polk Street ROW & Leonard Driveway,South Polk Street,,Tybee,,,-2.0,63,28,63.0,3,False,,False,,1e-05,2026-07-26T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],32.017553,-80.852856
26836,8163,CMP20200007,Community dock for 12 residents of oaks on the river condos,SAS20200018,,2019-11-05T00:00:00,2020-07-17T00:00:00,81,-2,1,CMP#778,"OAKS ON THE RIVER I, LLC",0.05904,-0.04013,0.0,[],"[{""pkEventApplicantAgentId"": 46753, ""fkEventId"": 26836, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Lucas"", ""firstName"": ""Arthur"", ""mi"": "" "", ""company"": ""Oaks On The River I, LLC"", ""address1"": ""301 Sea Island Road"", ""address2"": ""Suite 6"", ""city"": ""St. Simons Island"", ""state"": ""GA"", ""zip"": ""31522"", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 46754, ""fkEventId"": 26836, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Bucey"", ""firstName"": ""Dan"", ""mi"": "" "", ""company"": ""RLC"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,8163,Oaks On The River I LLC,06062013_115552AM,112922.352,-293163.408,True,205 Fort King George Drive,277 Fort King George Drive,D007 0021,Darien,,"Parcels A & B, 271st GMD",-2.0,81,101,-2.0,14,False,,False,,0.05904,2025-07-17T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.36732,-81.43428
26818,2079,CMP20200006,Time extension,NA,,2020-02-20T00:00:00,2024-02-19T00:00:00,76,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 46729, ""fkEventId"": 26818, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Ranicki"", ""firstName"": """", ""mi"": "" "", ""company"": """", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,2079,Waterford Landing (Lots 13-16) Mulit-Family Dock,08201997_120100AM,114602.256,-292772.556,True,760 & 768 Waterford Landing Rd.,,0501 071 (L16) & 0501 074 (L14),,06131990_120000,"Phs. 1, Lots 13, 14, 15 & 16",529.0,168,18,-2.0,14,False,,True,,0.11745,2020-03-12T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.833959999999998,-81.32571
26766,226,CMP20200004,"Construct Marine Terminal for Transfer of Bulk Material & Vessel Repair: Maintain Boat Haul-Out & Bank Stabilization, Install 5 Breasting Dolphins, Barge Trestle & 196' Sheet Pile Wall",202000101,,2020-01-23T00:00:00,2020-08-26T00:00:00,76,14,1,CMP#780,"CHC PROPERTIES,LLC",0.06786,0.06786,0.0,[],"[{""pkEventApplicantAgentId"": 46652, ""fkEventId"": 26766, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Juelle"", ""firstName"": ""David"", ""mi"": "" "", ""company"": ""Continental Heavy Civil Corp"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 46653, ""fkEventId"": 26766, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Bucey"", ""firstName"": ""Dan"", ""mi"": "" "", ""company"": ""Resource & Land Consultants"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,226,Continental Heavy Civil Corps (Lewis Crab Factory),08061974_120100PM,112107.312,-293384.628,True,911 Bay Street,"829 Bay Street, 833 Bay Street, 901 Bay Street","01-01137, 01-07042,",Brunswick,01142016_013349PM,25th GMD Waterfront Lots 31-35,333.0,102,66,-2.0,14,False,,False,,1.30479,2025-08-13T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.14092,-81.49573000000001
26703,612,CMP20200003,Improve 3 exisiting outfalls to protect against further erosion and sedimentation,201900845,,2020-01-24T00:00:00,2020-09-09T00:00:00,76,-2,5,CMP#782,,0.08857,0.08857,0.0,[],"[{""pkEventApplicantAgentId"": 46554, ""fkEventId"": 26703, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Novak"", ""firstName"": ""Christopher"", ""mi"": ""B"", ""company"": ""Georgia Ports Authority"", ""address1"": ""PO Box 2406"", ""address2"": """", ""city"": ""Savannah"", ""state"": ""GA"", ""zip"": ""31402"", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 46555, ""fkEventId"": 26703, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Wall"", ""firstName"": ""Brandon"", ""mi"": "" "", ""company"": ""Sligh Environmental Consultants"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,612,"GPA: Ocean Terminal (East River), Mayors Point Teminal, Colonels Island Terminal",10211987_120000AM,112071.5388,-293523.6276,True,Confluence Of Turtle River & South Brunswick River,Ocean Terminal (1-3+Lanier) = 2nd - 5th St.,,Brunswick,06172008_120511PM & 07012019_113619AM,Mayor Point = Bay St. @ Mansfield,-2.0,273,66,15.0,14,False,,False,,115.55377,2031-02-25T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.130982999999997,-81.534341
26687,6676,CMP20200001,Fill associated with trail impacted by storm events,NA,,2020-01-15T00:00:00,2020-11-18T00:00:00,33,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 46533, ""fkEventId"": 26687, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Kirkland"", ""firstName"": ""Jefferson"", ""mi"": "" "", ""company"": ""Chatham County Engineering"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,6676,US 80 McQueens Trail,03042008_120000AM,115345.7892,-291400.8768,True,US 80 McQueens Trail,North Of Hwy Adjacent To And South Of Savannah Riv,Savannah,,01132005_025421PM,,-2.0,260,28,40.0,14,False,,False,,0.53825,2025-11-16T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],32.040497,-80.94468800000001
26573,1527,CMP20190042,CMPC Permit Extension,696,,2019-12-02T00:00:00,2019-12-03T00:00:00,-2,-2,1,CMP#696,"EAST RIVER STREET, LLC",0.06777,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 46352, ""fkEventId"": 26573, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Triplett"", ""firstName"": ""Whip"", ""mi"": "" "", ""company"": ""East River Street, LLC"", ""address1"": ""3405 Piedmont Road NE"", ""address2"": ""Suite 550"", ""city"": ""Atlanta"", ""state"": ""GA"", ""zip"": ""30305"", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 46353, ""fkEventId"": 26573, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Wall"", ""firstName"": ""Brandon"", ""mi"": "" "", ""company"": ""Sligh Environmental Consultants, Inc"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,1527,East River Street LLC (Savannah Electric & Power),08181994_120200AM,115486.812,-291898.008,True,620 East River Street,"RM 14.5; E Of Marriott Hotel, N Of General McIntos",20005 02003,Savannah,,"1,2,3,4,5 & Port. 19 2nd GMD Garden Ward",-2.0,260,28,-2.0,14,False,,False,,0.25386,2030-03-07T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[],32.07967,-81.08277999999999
26530,6655,CMP20190040,Bank stabilization; rip rap with self lauching stone,200602190 (NWP38),,2019-11-08T00:00:00,2020-05-12T00:00:00,76,-2,5,CMP#770,,1.38824,1.38824,0.0,[],"[{""pkEventApplicantAgentId"": 46284, ""fkEventId"": 26530, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Lee"", ""firstName"": ""Amy"", ""mi"": "" "", ""company"": ""Union Carbide Corporation"", ""address1"": ""633 Washington Street"", ""address2"": ""Building 1803"", ""city"": ""Midland"", ""state"": ""MI"", ""zip"": ""48674"", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 46285, ""fkEventId"": 26530, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Wiggins"", ""firstName"": ""Melanie"", ""mi"": "" "", ""company"": ""Jacobs Engineering"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,6655,"Spaceport Camden (Union Carbide, Dow, Bayer Crop Sceince, Aventis, Thiokol Chemical, Rhone-Poulenc,",02122008_015446PM,111371.22,-293425.776,True,5954 Union Carbide Road,Harriets Bluff Rd,155 001,Woodbine,,"Tract 4, 31st GMD",-2.0,297,23,-2.0,3,False,,False,,1.55781,2030-04-17T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[],30.93645,-81.50716
26500,6212,CMP20190038,adding a float and change to mixed commercial/recreational use; withdrawn by agent,200700245,,2019-10-31T00:00:00,2023-08-31T00:00:00,76,14,1,,Don B. Gentile,0.02837,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 46233, ""fkEventId"": 26500, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Gentile"", ""firstName"": ""Don"", ""mi"": "" "", ""company"": """", ""address1"": ""152 Shore Rush Drive"", ""address2"": """", ""city"": ""St. Simons"", ""state"": ""GA"", ""zip"": ""31522"", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 46234, ""fkEventId"": 26500, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Bucey"", ""firstName"": ""Dan"", ""mi"": "" "", ""company"": ""RLC"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,6212,"Riverside Yacht Club LLC (Gentile,Tolomato Partners)",02132007_011221PM,112139.604,-293395.932,True,#2 & #3 St. Andrews Court,,,Brunswick,06012007_091143AM,2 & 3,-2.0,102,66,-2.0,14,False,,False,,0.05674,2013-07-15T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.149890000000003,-81.49887
26491,10772,CMP20190037,"Sidewalk installation, culvert extensions and headwall construction",200700003,,2019-10-29T00:00:00,2020-09-03T00:00:00,76,14,5,CMP#783,Glynn County,0.01,0.01,0.0,[],"[{""pkEventApplicantAgentId"": 46222, ""fkEventId"": 26491, ""fkApplicantAgentTypeId"": 1, ""lastName"": """", ""firstName"": """", ""mi"": "" "", ""company"": ""Glynn County Public Works"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 46221, ""fkEventId"": 26491, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Israel"", ""firstName"": ""Brittany"", ""mi"": "" "", ""company"": ""GMC"", ""address1"": ""6120 Powers Ferry Road NW"", ""address2"": ""Suite 350"", ""city"": ""Atlanta"", ""state"": ""GA"", ""zip"": ""30339"", ""eventApplicantAgentContacts"": []}]",[],[],,,10772,Glynn County Public Works Gateway Project,05222018_121028PM,112199.076,-293067.0,True,,"Along Demere Road, And Sea Island Road North Of De",,,04092007_120100PM,Multiple Portions Of Existing ROW And To Be Aqcuired ROW,-2.0,230,66,59.0,12,False,,False,,0.01,2025-09-03T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.16641,-81.4075
26429,119,CMP20190036,Add substations to existing marina for electrical requirements,200502149,,2019-10-11T00:00:00,2020-02-20T00:00:00,-2,24,1,CMP#768,"Moringstar Marinas/golden Isles, Llc",0.01849,0.01849,0.0,[],"[{""pkEventApplicantAgentId"": 46126, ""fkEventId"": 26429, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Young"", ""firstName"": ""Bill"", ""mi"": "" "", ""company"": ""Morningstar Marina"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 46125, ""fkEventId"": 26429, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Young"", ""firstName"": ""Bill"", ""mi"": "" "", ""company"": ""Morningstar Marina"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,119,"Morning Star (Golden Isles, Olsen) Marina: Live-Aboard Marina",10121972_120000AM,112205.196,-293095.224,True,206 Marina Drive,, 	0318832 ,,,Tract 1 Golden Isles Marina Village,-2.0,117,66,32.0,14,False,,False,,0.9617,2021-03-22T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.16811,-81.41534
26409,10752,CMP20190035,pedestrian bridge over jurisdictional creek to connect two lots,,,2019-10-02T00:00:00,2020-09-25T00:00:00,76,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 46098, ""fkEventId"": 26409, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Merrill"", ""firstName"": ""Blake"", ""mi"": "" "", ""company"": """", ""address1"": ""530 Wesley Oak Circle"", ""address2"": """", ""city"": ""St. Simons Island"", ""state"": ""GA"", ""zip"": ""31522"", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 46099, ""fkEventId"": 26409, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Bucey"", ""firstName"": ""Dan"", ""mi"": "" "", ""company"": ""RLC"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,10752,KLR Investments LLC (Merrill),05142018_095623AM,112199.796,-292960.26,True,530 Wesley Oak Circle And 121 Killgriffe,Wesley Oaks And Rowantree Subdivisions,04-00889 and 04-1157,,,Lot 21 And Lot 32,393.0,230,66,59.0,12,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.166610000000002,-81.37785000000001
26341,677,CMP20190034,"installation of 5 SEDCON units to basin marina
see also 201100597",201900485,,2019-08-29T00:00:00,2020-09-09T00:00:00,76,14,1,CMP#781,"Enmark Properties, LLC",0.003,0.003,0.0,[],"[{""pkEventApplicantAgentId"": 45997, ""fkEventId"": 26341, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Demere"", ""firstName"": ""Houston"", ""mi"": "" "", ""company"": ""Enmark Properties"", ""address1"": ""101 North Lathrop Avenue"", ""address2"": """", ""city"": ""Savannah"", ""state"": ""GA"", ""zip"": ""31415"", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 45998, ""fkEventId"": 26341, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Brown"", ""firstName"": ""Alton"", ""mi"": "" "", ""company"": ""RLC"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,677,"Colonial Oil (Colonial Terminal, Enmark, Diamond Manufacturing) Plants 1 & 2",04141988_120200PM,115545.2796,-291991.9644,True,,"RM 17.5, 16.4 (Plant 2) &  15.8 (Plant 1)",,Hutchinson Island,10012002_015700,,-2.0,260,28,25.0,14,False,,False,,13.85233,2031-02-27T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[],32.095911,-81.108879
26311,11298,CMP20190033,fill of marsh 0.08 acre to increase road elevation,NWP 14,,2019-08-30T00:00:00,2020-10-15T00:00:00,33,5,1,CMP#784,Bryan County,0.24669,0.24669,0.0,[],"[{""pkEventApplicantAgentId"": 45950, ""fkEventId"": 26311, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Croasum"", ""firstName"": ""Kirk"", ""mi"": "" "", ""company"": ""Bryan County Department Of Engineering"", ""address1"": ""66 Captain Freeman Drive"", ""address2"": ""Suite 201"", ""city"": ""Richmond Hill"", ""state"": ""GA"", ""zip"": ""31324"", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 45951, ""fkEventId"": 26311, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Parr"", ""firstName"": ""Russell"", ""mi"": "" "", ""company"": """", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,11298,Mill Hill Road,08302019_014355PM,114852.888,-292487.724,True,Mill Hill Road,,,,,,472.0,227,18,-2.0,18,False,,False,,0.24669,2025-10-02T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.90358,-81.24659
26309,176,CMP20190032,Commercial Shellfish Nursery and Aquaculture Training Area,201800245,,2018-08-27T00:00:00,2019-05-31T00:00:00,26,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 45948, ""fkEventId"": 26309, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Bliss"", ""firstName"": ""Thomas"", ""mi"": "" "", ""company"": ""UGA MAREX"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,176,University Of Georgia ; Skidaway Institute Of  Oceanography (SKIO),03251974_120200AM,115159.896,-291689.496,True,10 Ocean Science Circle,,10146 01002,Savannah,07261994_120000AM,,-2.0,270,28,56.0,14,False,,False,,2.89755,2026-07-06T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.98886,-81.02485999999999
